,y - Velocity Feet / Sec,Cd ,CG Inches,CP Inches,Longitudinal moment of inertia Ounces-Inches^2,Radial moment of inertia Ounces-Inches^2,CNa - normal force coefficient ,
32.612500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.615000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.617500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.620000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.622500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.625000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.627500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.630000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.632500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.635000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.637500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.640000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.642500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.645000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.647500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.650000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.652500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.655000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.657500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.660000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.662500,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.665000,-13.402000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.667500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.670000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.672500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.675000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.677500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.680000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.682500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.685000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.687500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.690000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.692500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.695000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.697500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.700000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.702500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.705000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.707500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.710000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.712500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.715000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.717500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.720000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.722500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.725000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.727500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.730000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.732500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.735000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.737500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.740000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.742500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.745000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.747500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.750000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.752500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.755000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.757500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.760000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.762500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.765000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.767500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.770000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.772500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.775000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.777500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.780000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.782500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.785000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.787500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.790000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.792500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.795000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.797500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.800000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.802500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.805000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.807500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.810000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.812500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.815000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.817500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.820000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.822500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.825000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.827500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.830000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.832500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.835000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.837500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.840000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.842500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.845000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.847500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.850000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.852500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.855000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.857500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.860000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.862500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.865000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.867500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.870000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.872500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.875000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.877500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.880000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.882500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.885000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.887500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.890000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.892500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.895000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.897500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.900000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.902500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.905000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.907500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.910000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.912500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.915000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.917500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.920000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.922500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.925000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.927500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.930000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.932500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.935000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.937500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.940000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.942500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.945000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.947500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.950000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.952500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.955000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.957500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.960000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.962500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.965000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.967500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.970000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.972500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.975000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.977500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.980000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.982500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.985000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.987500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.990000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.992500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.995000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
32.997500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.000000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.002500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.005000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.007500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.010000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.012500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.015000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.017500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.020000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.022500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.025000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.027500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.030000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.032500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.035000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.037500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.040000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.042500,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.045000,-13.401000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.047500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.050000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.052500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.055000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.057500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.060000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.062500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.065000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.067500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.070000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.072500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.075000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.077500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.080000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.082500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.085000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.087500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.090000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.092500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.095000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.097500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.100000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.102500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.105000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.107500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.110000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.112500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.115000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.117500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.120000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.122500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.125000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.127500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.130000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.132500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.135000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.137500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.140000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.142500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.145000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.147500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.150000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.152500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.155000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.157500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.160000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.162500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.165000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.167500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.170000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.172500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.175000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.177500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.180000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.182500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.185000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.187500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.190000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.192500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.195000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.197500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.200000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.202500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.205000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.207500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.210000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.212500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.215000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.217500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.220000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.222500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.225000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.227500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.230000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.232500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.235000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.237500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.240000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.242500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.245000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.247500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.250000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.252500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.255000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.257500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.260000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.262500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.265000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.267500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.270000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.272500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.275000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.277500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.280000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.282500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.285000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.287500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.290000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.292500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.295000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.297500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.300000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.302500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.305000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.307500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.310000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.312500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.315000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.317500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.320000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.322500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.325000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.327500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.330000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.332500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.335000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.337500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.340000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.342500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.345000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.347500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.350000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.352500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.355000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.357500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.360000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.362500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.365000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.367500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.370000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.372500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.375000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.377500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.380000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.382500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.385000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.387500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.390000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.392500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.395000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.397500,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
33.400000,-13.400000, 0.750000,19.170000,19.163000,1398.589831,23.204253,14.013843,
